Regiao;Codigo_UF;UF;Codigo_IBGE;Municipio;MuitoBaixo_Qtd;MuitoBaixo_Perc;Baixo_Qtd;Baixo_Perc;Adequado_Qtd;Adequado_Perc;Elevado_Qtd;Elevado_Perc;Total;Ano;Raca_Codigo;Raca_Nome;Sexo_Codigo;Sexo_Nome;Fase_Idade;Fase_Nome
NORDESTE;26;PE;260005;ABREU E LIMA;0;-;0;-;3;100;0;-;3;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260010;AFOGADOS DA INGAZEIRA;1;2,38;1;2,38;37;88,1;3;7,14;42;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260020;AFRANIO;0;-;0;-;0;-;0;-;0;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260030;AGRESTINA;0;-;0;-;2;100;0;-;2;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260040;AGUA PRETA;0;-;0;-;2;100;0;-;2;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260050;AGUAS BELAS;0;-;0;-;23;95,83;1;4,17;24;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260060;ALAGOINHA;0;-;0;-;1;50;1;50;2;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260070;ALIANCA;0;-;0;-;7;100;0;-;7;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260080;ALTINHO;0;-;0;-;3;100;0;-;3;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260090;AMARAJI;0;-;0;-;9;100;0;-;9;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260100;ANGELIM;0;-;0;-;0;-;0;-;0;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260105;ARACOIABA;0;-;0;-;0;-;0;-;0;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260110;ARARIPINA;0;-;0;-;14;100;0;-;14;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260120;ARCOVERDE;0;-;0;-;9;90;1;10;10;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260130;BARRA DE GUABIRABA;0;-;0;-;2;100;0;-;2;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260140;BARREIROS;0;-;0;-;6;100;0;-;6;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260150;BELEM DE MARIA;0;-;0;-;0;-;0;-;0;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260160;BELEM DO SAO FRANCISCO;0;-;0;-;4;100;0;-;4;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260170;BELO JARDIM;0;-;1;11,11;8;88,89;0;-;9;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260180;BETANIA;0;-;0;-;0;-;0;-;0;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260190;BEZERROS;0;-;0;-;9;69,23;4;30,77;13;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260200;BODOCO;0;-;0;-;0;-;0;-;0;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260210;BOM CONSELHO;0;-;1;7,14;13;92,86;0;-;14;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260220;BOM JARDIM;0;-;0;-;19;90,48;2;9,52;21;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260230;BONITO;0;-;0;-;1;100;0;-;1;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260240;BREJAO;0;-;0;-;6;85,71;1;14,29;7;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260250;BREJINHO;0;-;0;-;6;85,71;1;14,29;7;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260260;BREJO DA MADRE DE DEUS;0;-;0;-;4;100;0;-;4;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260270;BUENOS AIRES;0;-;0;-;4;100;0;-;4;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260280;BUIQUE;0;-;0;-;5;100;0;-;5;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260290;CABO DE SANTO AGOSTINHO;1;2,86;2;5,71;29;82,86;3;8,57;35;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260300;CABROBO;0;-;0;-;1;100;0;-;1;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260310;CACHOEIRINHA;0;-;0;-;16;94,12;1;5,88;17;2024;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
