Regiao;Codigo_UF;UF;Codigo_IBGE;Municipio;MuitoBaixo_Qtd;MuitoBaixo_Perc;Baixo_Qtd;Baixo_Perc;Adequado_Qtd;Adequado_Perc;Elevado_Qtd;Elevado_Perc;Total;Ano;Raca_Codigo;Raca_Nome;Sexo_Codigo;Sexo_Nome;Fase_Idade;Fase_Nome
NORDESTE;26;PE;260005;ABREU E LIMA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260010;AFOGADOS DA INGAZEIRA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260020;AFRANIO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260030;AGRESTINA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260040;AGUA PRETA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260050;AGUAS BELAS;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260060;ALAGOINHA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260070;ALIANCA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260080;ALTINHO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260090;AMARAJI;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260100;ANGELIM;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260105;ARACOIABA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260110;ARARIPINA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260120;ARCOVERDE;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260130;BARRA DE GUABIRABA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260140;BARREIROS;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260150;BELEM DE MARIA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260160;BELEM DO SAO FRANCISCO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260170;BELO JARDIM;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260180;BETANIA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260190;BEZERROS;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260200;BODOCO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260210;BOM CONSELHO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260220;BOM JARDIM;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260230;BONITO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260240;BREJAO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260250;BREJINHO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260260;BREJO DA MADRE DE DEUS;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260270;BUENOS AIRES;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260280;BUIQUE;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260290;CABO DE SANTO AGOSTINHO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260300;CABROBO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260310;CACHOEIRINHA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260320;CAETES;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260330;CALCADO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260340;CALUMBI;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260345;CAMARAGIBE;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260350;CAMOCIM DE SAO FELIX;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260360;CAMUTANGA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260370;CANHOTINHO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260380;CAPOEIRAS;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260390;CARNAIBA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260392;CARNAUBEIRA DA PENHA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260400;CARPINA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260410;CARUARU;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260415;CASINHAS;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260420;CATENDE;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260430;CEDRO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260440;CHA DE ALEGRIA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260450;CHA GRANDE;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260460;CONDADO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260470;CORRENTES;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260480;CORTES;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260490;CUMARU;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260500;CUPIRA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260510;CUSTODIA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260515;DORMENTES;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260520;ESCADA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260530;EXU;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260540;FEIRA NOVA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260545;FERNANDO DE NORONHA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260550;FERREIROS;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260560;FLORES;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260570;FLORESTA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260580;FREI MIGUELINHO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260590;GAMELEIRA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260600;GARANHUNS;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260610;GLORIA DO GOITA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260620;GOIANA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260630;GRANITO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260640;GRAVATA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260650;IATI;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260660;IBIMIRIM;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260670;IBIRAJUBA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260680;IGARASSU;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260690;IGUARACY;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260760;ILHA DE ITAMARACA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260700;INAJA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260710;INGAZEIRA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260720;IPOJUCA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260730;IPUBI;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260740;ITACURUBA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260750;ITAIBA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260765;ITAMBE;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260770;ITAPETIM;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260775;ITAPISSUMA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260780;ITAQUITINGA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260790;JABOATAO DOS GUARARAPES;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260795;JAQUEIRA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260800;JATAUBA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260805;JATOBA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260810;JOAO ALFREDO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260820;JOAQUIM NABUCO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260825;JUCATI;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260830;JUPI;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260840;JUREMA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260850;LAGOA DE ITAENGA;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260845;LAGOA DO CARRO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260860;LAGOA DO OURO;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260870;LAGOA DOS GATOS;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
NORDESTE;26;PE;260875;LAGOA GRANDE;0;-;0;-;0;-;0;-;0;2015;01;BRANCA;M;MASCULINO;1;MENOR_DE_6_MESES
